cod_universidad,des_universidad,anio,des_capitulo,des_articulo,des_concepto,des_subconcepto,des_partida,des_seccion,des_servicio,des_unidad_de_coste,des_organica_libre_1,des_organica_libre_2,fecha_referencia,credito_inicial,modificaciones,credito_final,derechos_reconocidos_netos,recaudacion_neta
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-SOCIE-MERCANTILES-ESTATALES;ENT.EMPRE-Y-OTROS-OOPP,TRANS-CAPITAL-SOCIEDADES-MERCANTILES-ESTATALES,INGRESOS-DE-EMPRESAS-PUBLICAS-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,105000,0,105000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIA-DE-CAPITAL-DE-CCAA,DE-COMUNIDADES-AUTONOMAS-CM,INGRESOS-CAM-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,2500000,0,2500000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIA-DE-CAPITAL-DE-CCAA,TRANSFERENCIA-COMUNIDAD-DE-MADRID-SOCIOS,TRANSFERENCIA-COMUNIDAD-DE-MADRID-SOCIOS-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,1000000,0,1000000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DE-ENTIDADES-LOCALES,DE-AYUNTAMIENTOS,INGRESOS-DE-AYUNTAMIENTOS-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,100000,0,100000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-EMPRESAS-PRIVADAS,TRANSFERENCIAS-DE-CAPITAL-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,4600000,0,4600000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DE-FAMILIAS-E-INSTITUCIONES,TRANSFERENCIAS-DE-CAPITAL-DE-FAMILIAS-E-INSTITUCIONES-SIN-FINES-DE-LUCRO,INGRESOS-DE-FUNDACIONES-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,1160000,0,1160000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DEL-EXTERIOR,SUBVENCIONES-DE-LA-UNION-EUROPEA,TRANSFERENCIAS-DE-LA-UE-PARA-SOCIOS-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,18450000,0,18450000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DEL-EXTERIOR,SUBV-PROY-INVEST-C.E.E.,INGRESOS-DE-LA-UNION-EUROPEA-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,5000000,0,5000000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DEL-EXTERIOR,OTRAS-DEL-EXTERIOR,OTRAS-TRANSF-DEL-EXTERIOR,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,2500000,0,2500000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,12880000,0,12880000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,PASIVOS-FINANCIEROS,PRESTAMOS-RECIBIDOS-EN-MONEDA-NACIONAL,PRESTAMOS-RECIBIDOS-A-L/P-DE-ENTES-DEL-SECTOR-PUBLICO,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-ORGANISMOS-AUTONOMOS-ADMINISTRATIVOS,INGRESOS-DE-OO.AA.,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,200000,0,200000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-EN-CONC-MATRICULA-TIT-OF-CUR.,INGRESOS-MATRICULAS-OFICIALES,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-DE-SERVICIOS,OTROS-INGRESOS-VARIOS-POR-PRESTACION-DE-SERVICIO,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,INGRESOS-PATRIMONIALES,PRODUCTOS-DE-CONCESIONES-Y-APROVECHAMIENTOS-ESPECIALES,INGRESOS-DERIVADOS-DE-CONCESIONES-DE-SERVICIOS-CAFETERIA-REPROGRAFIA,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,104202.5,0,104202.5,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DEL-EXTERIOR,OTROS-INGRESOS-DE-LA-U.E.,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,6000,0,6000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,1500000,0,1500000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,SUBVENCIONES-DE-LA-ADMINISTRACION-DEL-ESTADO,INGRESOS-DE-OTROS-DEPARTAMENTOS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,1450000,0,1450000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-ORGANISMOS-AUTONOMOS-ADMINISTRATIVOS,INGRESOS-DE-OO.AA.,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,1000000,0,1000000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-COMUNIDADES-AUTONOMAS,TRANSFERENCIAS-CORRIENTES-DE-COMUNIDADES-AUTONOMAS,CAM-OTRAS-SUBVENCIONES,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,500000,0,500000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-EN-CONC-MATRICULA-TIT-OF-CUR.,INGRESOS-POR-MATRICULAS-DE-MASTERES-P-Y-CURSOS,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,4140000,0,4140000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-ORGANISMOS-AUTONOMOS-ADMINISTRATIVOS,INGRESOS-DE-OO.AA.,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,10000,0,10000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,50000,0,50000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-FAMILIAS-E-INSTITUCIONES-SIN-ANIMO-DE-LUCRO,INGRESOS-DE-FUNDACIONES,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,10000,0,10000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-EN-CONC-MATRICULA-TIT-OF-CUR.,INGRESOS-MATRICULAS-OFICIALES,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,12700000,0,12700000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,30000,0,30000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-FAMILIAS-E-INSTITUCIONES-SIN-ANIMO-DE-LUCRO,INGRESOS-DE-FUNDACIONES,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,10000,0,10000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-EN-CONC-MATRICULA-TIT-OF-CUR.,INGRESOS-POR-MATRICULAS-DE-MASTERES-P-Y-CURSOS,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,212000,0,212000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVERSIONES,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Colmenarejo,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVERSIONES,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Colmenarejo,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,INGRESOS-PATRIMONIALES,ALQUILER-DE-AULAS-E-INSTALACIONES,INGRESO-POR-USO-DE-INSTALACIONES,ALQUILER-DE-APARCAMIENTO,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Colmenarejo,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,INGRESOS-DIVERSOS,INGRESOS-DIVERSOS,INGRESOS-DIVERSOS,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,1800,0,1800,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,INGRESOS-PATRIMONIALES,ALQUILER-DE-AULAS-E-INSTALACIONES,INGRESO-POR-USO-DE-INSTALACIONES,ALQUILER-DE-AULAS-E-INSTALACIONES,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,10000,0,10000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,INGRESOS-PATRIMONIALES,ALQUILER-DE-AULAS-E-INSTALACIONES,INGRESO-POR-USO-DE-INSTALACIONES,ALQUILER-DE-APARCAMIENTO,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,75000,0,75000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVERSIONES,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-DE-SERVICIOS,OTROS-INGRESOS-VARIOS-POR-PRESTACION-DE-SERVICIO,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-EN-CONC-MATRICULA-TIT-OF-CUR.,INGRESOS-POR-MATRICULAS-DE-MASTERES-P-Y-CURSOS,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,15000,0,15000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,13000,0,13000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-FAMILIAS-E-INSTITUCIONES-SIN-ANIMO-DE-LUCRO,INGRESOS-DE-FUNDACIONES,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,6000,0,6000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,53000,0,53000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-ORGANISMOS-AUTONOMOS-ADMINISTRATIVOS,INGRESOS-DE-OO.AA.,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,2834,0,2834,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,16200,0,16200,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,3684,0,3684,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,50000,0,50000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-EN-CONC-MATRICULA-TIT-OF-CUR.,INGRESOS-POR-MATRICULAS-DE-MASTERES-P-Y-CURSOS,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,20000,0,20000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,2834,0,2834,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,62666,0,62666,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,48200,0,48200,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,24500,0,24500,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,1417,0,1417,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,26033,0,26033,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,2834,0,2834,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,20178.66,0,20178.66,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,3684,0,3684,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,600,0,600,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-ORGANISMOS-AUTONOMOS-ADMINISTRATIVOS,INGRESOS-DE-OO.AA.,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,12260,0,12260,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Campus-de-Getafe,no-informado,no-informado,no-informado,2021-12-31T00:00Z,3684,0,3684,0,0
